id_produto,nome_concorrente,preco_concorrente,data_coleta
PROD-0022,Magazine Luiza,104.42,2024-04-15T03:51:27
PROD-0075,Magazine Luiza,240.0,2024-04-15T07:32:51
PROD-0032,Mercado Livre,810.2,2024-04-15T09:05:42
PROD-0049,Amazon,113.28,2024-04-15T14:54:19
PROD-0035,Magazine Luiza,874.23,2024-04-15T15:20:11
PROD-0030,Mercado Livre,69.5,2024-04-15T20:22:27
PROD-0073,Shopee,339.21,2024-04-15T22:52:09
PROD-0066,Magazine Luiza,272.8,2024-04-16T09:02:07
PROD-0031,Shopee,839.96,2024-04-16T09:51:59
PROD-0020,Mercado Livre,8585.1,2024-04-17T04:03:03
PROD-0070,Shopee,251.11,2024-04-17T08:33:23
PROD-0067,Americanas,197.48,2024-04-17T09:31:59
PROD-0007,Magazine Luiza,2839.94,2024-04-17T11:17:38
PROD-0014,Americanas,4334.71,2024-04-17T12:17:47
PROD-0015,Shopee,2556.0,2024-04-17T14:40:20
PROD-0074,Magazine Luiza,174.42,2024-04-17T15:37:43
PROD-0007,Mercado Livre,4161.77,2024-04-17T19:02:12
PROD-0042,Magazine Luiza,900.18,2024-04-18T04:48:23
PROD-0080,Magazine Luiza,78.43,2024-04-18T04:57:48
PROD-0002,Amazon,3542.67,2024-04-18T09:43:33
PROD-0050,Mercado Livre,419.03,2024-04-18T10:12:03
PROD-0018,Americanas,6840.23,2024-04-18T14:46:02
PROD-0011,Magazine Luiza,3727.37,2024-04-18T19:23:47
PROD-0039,Americanas,1294.59,2024-04-18T20:02:20
PROD-0010,Magazine Luiza,4794.09,2024-04-18T22:40:50
PROD-0046,Americanas,427.4,2024-04-19T07:06:10
PROD-0046,Amazon,537.49,2024-04-19T08:26:44
PROD-0020,Mercado Livre,8303.15,2024-04-19T08:33:07
PROD-0006,Americanas,456.11,2024-04-19T09:04:21
PROD-0005,Americanas,4505.15,2024-04-19T09:53:39
PROD-0029,Shopee,630.23,2024-04-19T11:05:38
PROD-0062,Magazine Luiza,84.89,2024-04-19T13:16:27
PROD-0032,Amazon,791.0,2024-04-19T14:57:47
PROD-0037,Amazon,1049.31,2024-04-19T15:01:54
PROD-0073,Magazine Luiza,494.24,2024-04-19T15:19:56
PROD-0044,Mercado Livre,298.97,2024-04-19T15:30:02
PROD-0025,Americanas,189.5,2024-04-19T15:46:42
PROD-0016,Magazine Luiza,2429.74,2024-04-19T16:05:26
PROD-0052,Shopee,38.07,2024-04-19T18:54:04
PROD-0044,Shopee,439.28,2024-04-20T09:13:25
PROD-0001,Amazon,2911.78,2024-04-20T10:10:09
PROD-0065,Shopee,148.83,2024-04-20T11:27:42
PROD-0014,Americanas,4104.61,2024-04-20T11:30:11
PROD-0053,Shopee,134.03,2024-04-20T11:49:44
PROD-0038,Magazine Luiza,79.33,2024-04-20T14:37:53
PROD-0079,Shopee,354.76,2024-04-20T17:01:09
PROD-0049,Shopee,176.16,2024-04-20T19:34:37
PROD-0042,Americanas,853.66,2024-04-21T02:51:29
PROD-0040,Shopee,215.84,2024-04-21T09:18:10
PROD-0074,Magazine Luiza,179.06,2024-04-21T11:01:23
PROD-0054,Magazine Luiza,170.0,2024-04-21T14:22:03
PROD-0002,Shopee,3822.07,2024-04-21T15:09:22
PROD-0024,Magazine Luiza,315.44,2024-04-21T15:19:25
PROD-0008,Americanas,1820.84,2024-04-21T15:53:19
PROD-0033,Amazon,359.91,2024-04-21T16:27:05
PROD-0077,Amazon,182.01,2024-04-21T16:48:57
PROD-0011,Americanas,5220.5,2024-04-22T07:16:12
PROD-0030,Magazine Luiza,59.94,2024-04-22T07:54:10
PROD-0018,Amazon,4204.0,2024-04-22T08:21:49
PROD-0053,Shopee,135.66,2024-04-22T08:39:17
PROD-0072,Magazine Luiza,479.85,2024-04-22T09:39:07
PROD-0013,Magazine Luiza,4873.64,2024-04-22T09:44:44
PROD-0079,Americanas,422.74,2024-04-22T11:59:27
PROD-0010,Amazon,4477.25,2024-04-22T19:14:39
PROD-0027,Mercado Livre,200.29,2024-04-22T20:05:14
PROD-0033,Shopee,382.92,2024-04-22T20:08:29
PROD-0074,Magazine Luiza,176.57,2024-04-22T20:16:28
PROD-0039,Mercado Livre,971.06,2024-04-22T21:34:38
PROD-0063,Shopee,183.48,2024-04-23T09:07:40
PROD-0031,Shopee,861.02,2024-04-23T09:10:00
PROD-0025,Shopee,180.54,2024-04-23T09:40:13
PROD-0030,Amazon,86.02,2024-04-23T10:31:23
PROD-0024,Shopee,268.67,2024-04-23T11:40:22
PROD-0054,Amazon,179.0,2024-04-23T11:44:58
PROD-0080,Americanas,81.19,2024-04-23T14:31:30
PROD-0029,Amazon,501.96,2024-04-23T19:26:56
PROD-0030,Amazon,80.01,2024-04-23T20:47:53
PROD-0079,Magazine Luiza,472.7,2024-04-24T06:06:55
PROD-0055,Shopee,41.92,2024-04-24T10:18:39
PROD-0078,Amazon,351.27,2024-04-24T14:26:40
PROD-0080,Magazine Luiza,82.25,2024-04-24T15:32:43
PROD-0067,Amazon,147.67,2024-04-24T15:54:30
PROD-0067,Americanas,207.23,2024-04-24T17:47:46
PROD-0074,Magazine Luiza,168.48,2024-04-24T18:01:42
PROD-0062,Mercado Livre,94.57,2024-04-24T21:02:43
PROD-0076,Amazon,477.52,2024-04-25T01:03:16
PROD-0038,Americanas,84.85,2024-04-25T01:18:35
PROD-0064,Americanas,174.01,2024-04-25T10:06:20
PROD-0010,Americanas,4651.44,2024-04-25T11:28:14
PROD-0027,Amazon,192.37,2024-04-25T12:42:08
PROD-0024,Magazine Luiza,311.93,2024-04-25T12:43:02
PROD-0073,Magazine Luiza,517.5,2024-04-25T15:05:36
PROD-0079,Magazine Luiza,498.2,2024-04-25T15:06:56
PROD-0062,Americanas,123.47,2024-04-25T15:11:31
PROD-0002,Magazine Luiza,4180.2,2024-04-25T15:23:28
PROD-0063,Shopee,184.41,2024-04-25T16:12:08
PROD-0006,Americanas,412.87,2024-04-25T16:14:59
PROD-0021,Shopee,355.85,2024-04-25T18:16:04
PROD-0049,Mercado Livre,159.42,2024-04-25T18:59:11
PROD-0066,Magazine Luiza,266.05,2024-04-25T20:14:12
PROD-0003,Mercado Livre,1392.51,2024-04-26T05:02:19
PROD-0039,Magazine Luiza,937.52,2024-04-26T08:48:12
PROD-0020,Mercado Livre,8997.01,2024-04-26T11:27:20
PROD-0040,Shopee,202.34,2024-04-26T14:07:20
PROD-0013,Amazon,6275.16,2024-04-26T14:42:02
PROD-0047,Shopee,82.65,2024-04-26T17:22:59
PROD-0008,Magazine Luiza,1878.0,2024-04-26T18:10:56
PROD-0068,Mercado Livre,81.28,2024-04-26T19:14:49
PROD-0017,Magazine Luiza,3629.62,2024-04-26T21:55:17
PROD-0075,Shopee,289.18,2024-04-27T01:31:17
PROD-0035,Amazon,742.9,2024-04-27T07:09:49
PROD-0060,Amazon,110.78,2024-04-27T09:21:42
PROD-0063,Amazon,232.94,2024-04-27T09:28:04
PROD-0060,Shopee,132.36,2024-04-27T12:45:55
PROD-0043,Magazine Luiza,576.6,2024-04-27T16:10:06
PROD-0035,Magazine Luiza,856.18,2024-04-27T16:19:31
PROD-0027,Amazon,191.9,2024-04-27T16:36:24
PROD-0063,Amazon,234.72,2024-04-27T16:37:16
PROD-0009,Amazon,4154.25,2024-04-27T18:06:29
PROD-0070,Magazine Luiza,171.06,2024-04-27T22:59:07
PROD-0076,Americanas,307.04,2024-04-27T23:01:11
PROD-0068,Amazon,111.12,2024-04-27T23:15:05
PROD-0058,Magazine Luiza,26.75,2024-04-28T08:10:50
PROD-0002,Magazine Luiza,4105.72,2024-04-28T10:23:23
PROD-0060,Mercado Livre,132.91,2024-04-28T10:45:06
PROD-0016,Magazine Luiza,2298.62,2024-04-28T10:51:54
PROD-0029,Amazon,466.88,2024-04-28T11:24:36
PROD-0053,Shopee,133.65,2024-04-28T13:31:40
PROD-0060,Magazine Luiza,166.88,2024-04-28T15:20:52
PROD-0062,Shopee,127.9,2024-04-29T04:23:54
PROD-0004,Mercado Livre,2806.68,2024-04-29T09:11:31
PROD-0076,Mercado Livre,444.3,2024-04-29T10:37:39
PROD-0055,Magazine Luiza,32.3,2024-04-29T15:41:32
PROD-0050,Mercado Livre,396.13,2024-04-29T16:43:03
PROD-0023,Magazine Luiza,281.12,2024-04-29T17:39:40
PROD-0022,Shopee,133.61,2024-04-29T20:40:38
PROD-0024,Americanas,434.23,2024-04-29T22:12:38
PROD-0018,Amazon,4055.74,2024-04-30T08:15:54
PROD-0058,Shopee,27.25,2024-04-30T09:20:34
PROD-0030,Americanas,74.86,2024-04-30T09:34:35
PROD-0039,Americanas,1269.04,2024-04-30T09:43:58
PROD-0045,Americanas,337.68,2024-04-30T11:19:04
PROD-0069,Shopee,88.08,2024-04-30T11:30:27
PROD-0061,Mercado Livre,76.52,2024-04-30T11:41:34
PROD-0023,Mercado Livre,403.86,2024-04-30T12:32:57
PROD-0021,Americanas,256.92,2024-04-30T12:33:53
PROD-0068,Americanas,96.57,2024-04-30T13:36:45
PROD-0054,Shopee,187.46,2024-04-30T16:20:59
PROD-0005,Americanas,4203.98,2024-04-30T16:32:36
PROD-0040,Magazine Luiza,280.07,2024-04-30T17:26:07
PROD-0073,Shopee,330.89,2024-04-30T20:37:15
PROD-0064,Americanas,182.28,2024-04-30T21:38:19
PROD-0028,Americanas,518.89,2024-05-01T04:45:14
PROD-0008,Americanas,1756.49,2024-05-01T09:10:22
PROD-0009,Amazon,4026.02,2024-05-01T13:12:46
PROD-0050,Mercado Livre,418.75,2024-05-01T14:08:42
PROD-0015,Mercado Livre,2723.75,2024-05-01T16:55:52
PROD-0062,Mercado Livre,95.47,2024-05-01T17:14:09
PROD-0070,Magazine Luiza,170.48,2024-05-01T20:08:46
PROD-0055,Magazine Luiza,32.56,2024-05-02T01:32:29
PROD-0023,Amazon,463.01,2024-05-02T09:42:31
PROD-0014,Mercado Livre,4971.87,2024-05-02T11:25:14
PROD-0062,Americanas,128.99,2024-05-02T11:59:24
PROD-0052,Amazon,42.16,2024-05-02T15:16:49
PROD-0055,Magazine Luiza,30.88,2024-05-02T16:03:25
PROD-0011,Shopee,3339.97,2024-05-02T19:10:49
PROD-0035,Mercado Livre,875.04,2024-05-02T19:50:01
PROD-0063,Americanas,148.07,2024-05-03T07:41:38
PROD-0044,Amazon,367.87,2024-05-03T09:56:14
PROD-0008,Mercado Livre,1419.86,2024-05-03T10:47:36
PROD-0039,Amazon,856.37,2024-05-03T11:48:39
PROD-0017,Amazon,3708.56,2024-05-03T12:35:50
PROD-0035,Shopee,653.95,2024-05-03T17:11:55
PROD-0080,Americanas,79.06,2024-05-03T21:02:18
PROD-0022,Americanas,89.85,2024-05-04T08:36:22
PROD-0074,Magazine Luiza,175.87,2024-05-04T09:38:02
PROD-0080,Americanas,75.18,2024-05-04T09:57:15
PROD-0051,Shopee,166.07,2024-05-04T11:11:39
PROD-0001,Mercado Livre,2515.31,2024-05-04T14:55:59
PROD-0076,Americanas,284.55,2024-05-04T16:06:02
PROD-0054,Magazine Luiza,172.32,2024-05-04T17:10:58
PROD-0051,Amazon,169.53,2024-05-04T17:19:36
PROD-0014,Amazon,5262.88,2024-05-04T17:42:34
PROD-0074,Shopee,259.18,2024-05-04T19:00:41
PROD-0025,Amazon,145.13,2024-05-04T19:38:00
PROD-0014,Americanas,4069.84,2024-05-04T20:16:35
PROD-0037,Americanas,847.47,2024-05-05T10:29:53
PROD-0045,Mercado Livre,529.82,2024-05-05T14:36:01
PROD-0025,Mercado Livre,123.5,2024-05-05T15:27:12
PROD-0025,Mercado Livre,132.49,2024-05-05T16:25:44
PROD-0015,Mercado Livre,2733.92,2024-05-05T17:41:05
PROD-0046,Amazon,559.1,2024-05-06T08:34:33
PROD-0070,Magazine Luiza,166.52,2024-05-06T08:59:11
PROD-0037,Mercado Livre,1244.85,2024-05-06T09:03:52
PROD-0001,Shopee,2496.77,2024-05-06T12:52:02
PROD-0063,Americanas,148.44,2024-05-06T18:00:18
PROD-0016,Magazine Luiza,2250.78,2024-05-06T19:05:42
PROD-0045,Magazine Luiza,342.31,2024-05-06T19:47:01
PROD-0057,Mercado Livre,122.83,2024-05-06T20:05:11
PROD-0025,Magazine Luiza,188.27,2024-05-06T20:22:03
PROD-0033,Americanas,313.02,2024-05-06T20:58:38
PROD-0009,Mercado Livre,3385.84,2024-05-06T23:26:45
PROD-0030,Mercado Livre,73.35,2024-05-07T11:50:57
PROD-0032,Americanas,896.39,2024-05-07T14:22:39
PROD-0055,Americanas,46.79,2024-05-07T16:40:08
PROD-0039,Shopee,855.0,2024-05-07T17:16:43
PROD-0011,Magazine Luiza,3943.07,2024-05-07T19:39:03
PROD-0007,Mercado Livre,4419.66,2024-05-07T19:50:07
PROD-0043,Mercado Livre,702.34,2024-05-07T20:21:35
PROD-0018,Amazon,4158.12,2024-05-08T08:00:34
PROD-0003,Shopee,1534.41,2024-05-08T09:56:45
PROD-0065,Shopee,157.67,2024-05-08T10:07:38
PROD-0072,Americanas,510.64,2024-05-08T10:27:30
PROD-0008,Shopee,1740.65,2024-05-08T12:18:55
PROD-0055,Shopee,42.27,2024-05-08T12:59:04
PROD-0050,Magazine Luiza,472.98,2024-05-08T13:16:55
PROD-0023,Shopee,334.34,2024-05-08T14:33:34
PROD-0079,Amazon,430.25,2024-05-08T17:46:37
PROD-0012,Americanas,4549.36,2024-05-08T23:18:12
PROD-0030,Mercado Livre,71.24,2024-05-09T01:35:13
PROD-0065,Mercado Livre,140.26,2024-05-09T07:30:59
PROD-0052,Magazine Luiza,49.16,2024-05-09T14:04:49
PROD-0062,Amazon,117.76,2024-05-09T15:09:25
PROD-0043,Amazon,651.53,2024-05-09T15:53:04
PROD-0012,Magazine Luiza,5363.61,2024-05-09T19:42:09
PROD-0048,Amazon,272.4,2024-05-09T20:38:02
PROD-0075,Magazine Luiza,243.43,2024-05-09T20:59:02
PROD-0052,Shopee,36.34,2024-05-09T20:59:18
PROD-0021,Magazine Luiza,381.49,2024-05-09T21:49:22
PROD-0036,Magazine Luiza,274.96,2024-05-09T23:30:24
PROD-0056,Amazon,29.58,2024-05-10T09:22:11
PROD-0032,Amazon,849.17,2024-05-10T15:05:45
PROD-0058,Magazine Luiza,26.67,2024-05-10T17:55:55
PROD-0080,Amazon,55.3,2024-05-10T18:20:05
PROD-0001,Shopee,2525.46,2024-05-10T19:06:00
PROD-0051,Mercado Livre,186.4,2024-05-11T06:20:34
PROD-0003,Shopee,1620.7,2024-05-11T09:18:27
PROD-0061,Amazon,58.14,2024-05-11T09:22:29
PROD-0051,Mercado Livre,184.95,2024-05-11T09:40:16
PROD-0009,Magazine Luiza,2685.81,2024-05-11T12:10:09
PROD-0075,Americanas,276.87,2024-05-11T14:47:06
PROD-0026,Magazine Luiza,162.21,2024-05-11T18:13:02
PROD-0029,Amazon,503.9,2024-05-11T21:30:45
PROD-0021,Mercado Livre,404.1,2024-05-11T22:00:21
PROD-0002,Shopee,3693.08,2024-05-12T06:28:46
PROD-0009,Magazine Luiza,2675.1,2024-05-12T10:45:58
PROD-0027,Amazon,183.7,2024-05-12T11:09:35
PROD-0012,Magazine Luiza,5537.0,2024-05-12T11:12:37
PROD-0042,Americanas,861.27,2024-05-12T12:52:21
PROD-0068,Shopee,98.24,2024-05-12T17:35:16
PROD-0072,Amazon,503.93,2024-05-12T19:02:28
PROD-0049,Amazon,116.15,2024-05-13T07:55:32
PROD-0078,Mercado Livre,314.3,2024-05-13T09:26:51
PROD-0042,Americanas,903.21,2024-05-13T09:49:09
PROD-0047,Mercado Livre,61.09,2024-05-13T13:36:38
PROD-0017,Amazon,3722.39,2024-05-13T14:17:01
PROD-0069,Shopee,85.02,2024-05-13T16:47:19
PROD-0007,Mercado Livre,4203.95,2024-05-13T16:52:02
PROD-0009,Americanas,3260.12,2024-05-13T18:11:01
PROD-0076,Magazine Luiza,474.67,2024-05-13T19:18:14
PROD-0017,Mercado Livre,3304.12,2024-05-13T19:22:31
PROD-0051,Shopee,182.48,2024-05-13T23:07:53
PROD-0061,Mercado Livre,78.27,2024-05-14T10:55:25
PROD-0009,Shopee,2799.61,2024-05-14T11:41:27
PROD-0070,Shopee,234.22,2024-05-14T13:04:20
PROD-0064,Americanas,166.78,2024-05-14T14:09:43
PROD-0070,Shopee,241.0,2024-05-14T20:24:58
PROD-0038,Mercado Livre,62.88,2024-05-15T04:46:45
PROD-0061,Amazon,57.98,2024-05-15T10:37:04
PROD-0073,Mercado Livre,473.55,2024-05-15T11:13:13
PROD-0048,Mercado Livre,271.97,2024-05-15T11:33:58
PROD-0071,Amazon,39.0,2024-05-15T15:56:07
PROD-0058,Shopee,27.4,2024-05-15T18:22:16
PROD-0001,Amazon,3006.3,2024-05-15T19:24:11
PROD-0034,Shopee,317.79,2024-05-15T22:25:27
PROD-0011,Shopee,3273.09,2024-05-16T02:54:23
PROD-0071,Magazine Luiza,31.76,2024-05-16T04:46:06
PROD-0027,Americanas,172.93,2024-05-16T08:36:29
PROD-0003,Shopee,1584.52,2024-05-16T10:15:08
PROD-0040,Magazine Luiza,267.69,2024-05-16T10:27:32
PROD-0050,Americanas,330.13,2024-05-16T10:42:22
PROD-0059,Magazine Luiza,125.43,2024-05-16T15:04:37
PROD-0020,Americanas,10264.12,2024-05-16T17:15:14
PROD-0080,Amazon,60.29,2024-05-16T19:42:19
PROD-0052,Americanas,44.24,2024-05-16T19:56:00
PROD-0040,Mercado Livre,310.06,2024-05-16T23:32:23
PROD-0068,Americanas,94.82,2024-05-17T06:57:57
PROD-0017,Amazon,3530.59,2024-05-17T11:36:59
PROD-0066,Americanas,201.39,2024-05-17T13:27:32
PROD-0075,Mercado Livre,205.33,2024-05-17T14:02:42
PROD-0009,Mercado Livre,3439.86,2024-05-17T17:24:29
PROD-0031,Americanas,488.59,2024-05-17T17:42:21
PROD-0032,Magazine Luiza,1066.35,2024-05-17T18:26:08
PROD-0031,Shopee,860.22,2024-05-17T21:03:07
PROD-0046,Mercado Livre,700.64,2024-05-18T09:09:07
PROD-0070,Magazine Luiza,161.95,2024-05-18T11:37:07
PROD-0078,Shopee,330.91,2024-05-18T11:48:51
PROD-0007,Magazine Luiza,2987.56,2024-05-18T16:36:10
PROD-0046,Magazine Luiza,616.19,2024-05-18T17:25:26
PROD-0071,Magazine Luiza,31.11,2024-05-18T18:59:18
PROD-0011,Americanas,4878.73,2024-05-18T19:51:27
PROD-0075,Magazine Luiza,236.96,2024-05-18T20:13:22
PROD-0029,Americanas,447.26,2024-05-18T20:47:38
PROD-0044,Amazon,365.14,2024-05-19T07:00:33
PROD-0055,Shopee,39.77,2024-05-19T10:27:18
PROD-0007,Americanas,5259.28,2024-05-19T13:53:18
PROD-0044,Shopee,409.44,2024-05-19T15:38:20
PROD-0078,Mercado Livre,312.97,2024-05-19T16:18:55
PROD-0078,Shopee,329.2,2024-05-19T18:44:16
PROD-0043,Amazon,646.11,2024-05-19T19:12:55
PROD-0036,Amazon,319.63,2024-05-19T19:45:07
PROD-0044,Shopee,407.67,2024-05-19T22:05:14
PROD-0065,Amazon,108.07,2024-05-20T04:45:07
PROD-0004,Magazine Luiza,3349.23,2024-05-20T05:50:24
PROD-0015,Americanas,2286.27,2024-05-20T10:05:15
PROD-0062,Shopee,125.97,2024-05-20T15:00:07
PROD-0006,Amazon,417.95,2024-05-20T17:31:21
PROD-0021,Amazon,379.38,2024-05-20T19:09:46
PROD-0045,Americanas,336.6,2024-05-20T19:10:34
PROD-0002,Americanas,5532.73,2024-05-20T21:08:35
PROD-0001,Shopee,2447.13,2024-05-21T04:18:14
PROD-0042,Americanas,855.95,2024-05-21T09:31:59
PROD-0001,Americanas,2892.44,2024-05-21T09:42:49
PROD-0010,Americanas,4665.27,2024-05-21T10:50:15
PROD-0041,Shopee,142.59,2024-05-21T13:55:30
PROD-0055,Amazon,40.82,2024-05-21T17:52:59
PROD-0069,Shopee,91.47,2024-05-21T18:56:48
PROD-0016,Magazine Luiza,2385.82,2024-05-21T19:24:20
PROD-0039,Mercado Livre,1021.15,2024-05-22T09:43:04
PROD-0063,Americanas,144.28,2024-05-22T11:36:06
PROD-0014,Magazine Luiza,4839.24,2024-05-22T12:11:59
PROD-0035,Mercado Livre,814.5,2024-05-22T13:41:47
PROD-0068,Magazine Luiza,90.41,2024-05-22T14:48:20
PROD-0042,Shopee,926.69,2024-05-22T15:54:51
PROD-0033,Americanas,323.69,2024-05-22T17:07:48
PROD-0038,Magazine Luiza,79.72,2024-05-22T19:00:31
PROD-0029,Magazine Luiza,721.32,2024-05-23T06:24:07
PROD-0035,Shopee,628.76,2024-05-23T09:30:05
PROD-0003,Americanas,1596.54,2024-05-23T13:14:14
PROD-0065,Americanas,111.77,2024-05-23T14:39:25
PROD-0011,Magazine Luiza,3899.16,2024-05-23T20:22:56
PROD-0038,Amazon,59.06,2024-05-23T20:32:30
PROD-0008,Amazon,1868.27,2024-05-23T22:39:08
PROD-0044,Amazon,356.19,2024-05-24T08:58:07
PROD-0003,Magazine Luiza,2152.8,2024-05-24T10:24:43
PROD-0031,Americanas,491.93,2024-05-24T10:29:01
PROD-0056,Shopee,18.86,2024-05-24T11:13:50
PROD-0040,Magazine Luiza,278.69,2024-05-24T11:59:54
PROD-0030,Mercado Livre,74.42,2024-05-24T12:23:00
PROD-0039,Shopee,840.26,2024-05-24T12:50:11
PROD-0012,Magazine Luiza,5577.67,2024-05-24T15:04:31
PROD-0013,Mercado Livre,4048.11,2024-05-24T15:40:41
PROD-0046,Mercado Livre,671.71,2024-05-24T17:18:22
PROD-0033,Amazon,389.11,2024-05-24T17:45:03
PROD-0059,Magazine Luiza,136.21,2024-05-24T17:59:21
PROD-0051,Magazine Luiza,168.37,2024-05-24T18:11:16
PROD-0077,Amazon,191.7,2024-05-25T05:57:01
PROD-0077,Shopee,232.25,2024-05-25T06:01:57
PROD-0013,Shopee,3957.41,2024-05-25T07:08:04
PROD-0033,Shopee,385.39,2024-05-25T07:55:26
PROD-0057,Magazine Luiza,126.0,2024-05-25T08:32:35
PROD-0076,Amazon,471.46,2024-05-25T11:23:03
PROD-0046,Americanas,463.14,2024-05-25T14:56:15
PROD-0053,Americanas,139.16,2024-05-25T16:38:35
PROD-0044,Amazon,349.38,2024-05-25T18:26:00
PROD-0032,Mercado Livre,776.48,2024-05-25T20:51:58
PROD-0069,Magazine Luiza,93.14,2024-05-26T11:51:58
PROD-0013,Americanas,4061.9,2024-05-26T13:03:02
PROD-0048,Americanas,295.34,2024-05-26T22:48:32
PROD-0071,Mercado Livre,31.08,2024-05-27T05:22:12
PROD-0010,Magazine Luiza,4727.67,2024-05-27T10:42:54
PROD-0077,Mercado Livre,200.88,2024-05-27T10:58:23
PROD-0045,Americanas,322.75,2024-05-27T15:10:51
PROD-0049,Amazon,114.78,2024-05-27T19:16:34
PROD-0063,Amazon,254.53,2024-05-27T20:18:19
PROD-0016,Amazon,2942.78,2024-05-28T09:52:41
PROD-0017,Amazon,3615.05,2024-05-28T11:41:18
PROD-0055,Amazon,40.94,2024-05-28T12:17:37
PROD-0023,Amazon,502.14,2024-05-28T17:38:10
PROD-0070,Mercado Livre,168.26,2024-05-28T19:46:37
PROD-0026,Amazon,133.43,2024-05-28T21:06:21
PROD-0027,Shopee,118.03,2024-05-28T23:02:26
PROD-0044,Americanas,320.93,2024-05-29T00:24:05
PROD-0067,Mercado Livre,262.63,2024-05-29T01:04:27
PROD-0040,Magazine Luiza,266.07,2024-05-29T01:23:38
PROD-0046,Americanas,455.62,2024-05-29T10:00:20
PROD-0019,Mercado Livre,3982.41,2024-05-29T12:55:18
PROD-0057,Amazon,115.33,2024-05-29T13:30:52
PROD-0036,Magazine Luiza,270.31,2024-05-29T16:49:59
PROD-0043,Amazon,626.66,2024-05-29T17:34:27
PROD-0024,Mercado Livre,475.68,2024-05-29T17:50:44
PROD-0051,Magazine Luiza,174.09,2024-05-29T22:43:01
PROD-0057,Shopee,104.75,2024-05-30T00:49:08
PROD-0019,Shopee,3986.83,2024-05-30T06:52:21
PROD-0021,Americanas,263.32,2024-05-30T07:45:58
PROD-0047,Shopee,78.45,2024-05-30T09:41:06
PROD-0076,Americanas,291.53,2024-05-30T14:21:05
PROD-0073,Americanas,507.29,2024-05-30T14:33:21
PROD-0038,Amazon,61.19,2024-05-30T14:42:27
PROD-0021,Americanas,264.84,2024-05-30T16:44:30
PROD-0014,Magazine Luiza,4850.03,2024-05-30T17:46:15
PROD-0027,Magazine Luiza,124.9,2024-05-30T23:30:09
PROD-0059,Mercado Livre,145.37,2024-05-31T06:11:21
PROD-0021,Magazine Luiza,404.89,2024-05-31T08:33:58
PROD-0041,Americanas,253.22,2024-05-31T11:47:09
PROD-0012,Magazine Luiza,5594.0,2024-05-31T12:39:34
PROD-0036,Shopee,386.68,2024-05-31T14:37:52
PROD-0058,Magazine Luiza,26.19,2024-05-31T15:10:32
PROD-0060,Shopee,130.26,2024-05-31T16:32:17
PROD-0055,Americanas,49.35,2024-05-31T16:59:17
PROD-0073,Mercado Livre,485.63,2024-05-31T17:05:30
PROD-0022,Americanas,89.94,2024-05-31T18:12:35
PROD-0050,Magazine Luiza,515.85,2024-05-31T20:19:49
PROD-0032,Amazon,807.9,2024-05-31T20:23:46
PROD-0058,Amazon,28.31,2024-06-01T07:19:42
PROD-0038,Americanas,92.03,2024-06-01T08:58:05
PROD-0010,Magazine Luiza,4388.16,2024-06-01T09:38:04
PROD-0026,Americanas,158.74,2024-06-01T12:29:02
PROD-0079,Shopee,330.63,2024-06-01T15:32:02
PROD-0020,Mercado Livre,8574.24,2024-06-01T17:38:18
PROD-0059,Amazon,102.25,2024-06-02T09:29:06
PROD-0058,Magazine Luiza,27.37,2024-06-02T11:40:43
PROD-0034,Americanas,341.24,2024-06-02T16:44:21
PROD-0055,Amazon,39.7,2024-06-02T16:48:14
PROD-0016,Americanas,2463.92,2024-06-03T00:52:27
PROD-0011,Americanas,4869.55,2024-06-03T01:08:55
PROD-0056,Magazine Luiza,26.84,2024-06-03T09:39:07
PROD-0039,Shopee,827.03,2024-06-03T12:36:49
PROD-0018,Mercado Livre,6382.44,2024-06-03T16:42:58
PROD-0070,Mercado Livre,162.23,2024-06-03T17:36:37
PROD-0073,Magazine Luiza,520.82,2024-06-03T19:19:46
PROD-0036,Magazine Luiza,278.72,2024-06-03T19:29:52
PROD-0029,Mercado Livre,768.72,2024-06-03T23:33:44
PROD-0051,Magazine Luiza,180.05,2024-06-04T05:03:39
PROD-0077,Amazon,177.47,2024-06-04T14:00:07
PROD-0064,Shopee,247.35,2024-06-04T14:05:29
PROD-0039,Magazine Luiza,932.01,2024-06-04T15:03:58
PROD-0017,Mercado Livre,3213.66,2024-06-04T15:35:38
PROD-0080,Magazine Luiza,76.79,2024-06-04T17:01:53
PROD-0027,Mercado Livre,208.41,2024-06-04T17:20:52
PROD-0059,Mercado Livre,146.04,2024-06-04T17:29:03
PROD-0075,Shopee,297.05,2024-06-04T21:14:36
PROD-0070,Magazine Luiza,168.67,2024-06-05T00:28:33
PROD-0074,Magazine Luiza,170.45,2024-06-05T01:15:24
PROD-0074,Shopee,270.37,2024-06-05T10:33:04
PROD-0032,Magazine Luiza,1045.9,2024-06-05T11:00:36
PROD-0075,Shopee,297.8,2024-06-05T16:20:30
PROD-0028,Shopee,355.29,2024-06-05T17:12:15
PROD-0001,Mercado Livre,2635.73,2024-06-05T21:33:11
PROD-0040,Mercado Livre,311.43,2024-06-06T08:33:43
PROD-0043,Shopee,687.66,2024-06-06T16:56:12
PROD-0006,Shopee,647.56,2024-06-06T17:39:03
PROD-0014,Amazon,4957.39,2024-06-06T19:19:13
PROD-0023,Americanas,365.01,2024-06-06T20:10:13
PROD-0026,Shopee,139.92,2024-06-06T21:04:51
