id_venda,data_venda,id_cliente,id_produto,canal_venda,quantidade,preco_unitario
VND-0006156,2024-07-15T14:39:19,CLI-00023,PROD-0041,Site,2,208.6
VND-0012925,2024-07-15T14:55:24,CLI-00481,PROD-0001,App Mobile,1,3315.61
VND-0013148,2024-07-15T15:16:15,CLI-00075,PROD-0015,Email Marketing,1,2141.11
VND-0011401,2024-07-15T15:39:15,CLI-00042,PROD-0074,App Mobile,3,180.33
VND-0002712,2024-07-15T15:53:53,CLI-00384,PROD-0072,Marketplace,3,534.07
VND-0014498,2024-07-15T16:01:04,CLI-00080,PROD-0051,App Mobile,1,158.82
VND-0007556,2024-07-15T16:24:07,CLI-00022,PROD-0020,Redes Sociais,1,7379.97
VND-0007479,2024-07-15T16:35:02,CLI-00100,PROD-0025,WhatsApp,1,171.67
VND-0013661,2024-07-15T17:02:12,CLI-00466,PROD-0035,WhatsApp,1,746.62
VND-0006542,2024-07-15T17:11:51,CLI-00041,PROD-0064,App Mobile,2,204.34
VND-0006378,2024-07-15T17:50:22,CLI-00176,PROD-0065,Midia Paga,1,141.79
VND-0011742,2024-07-15T17:50:52,CLI-00078,PROD-0013,Site,2,4218.92
VND-0005177,2024-07-15T18:03:15,CLI-00414,PROD-0009,Loja Física,1,3249.92
VND-0008693,2024-07-15T18:52:50,CLI-00007,PROD-0020,Site,1,6936.33
VND-0006057,2024-07-15T18:56:04,CLI-00429,PROD-0039,Midia Paga,1,1150.9
VND-0005873,2024-07-15T18:58:39,CLI-00063,PROD-0062,Marketplace,1,96.93
VND-0005698,2024-07-15T19:03:43,CLI-00056,PROD-0022,Loja Física,1,135.69
VND-0005133,2024-07-15T19:10:19,CLI-00223,PROD-0062,Site,1,105.65
VND-0010543,2024-07-15T19:48:06,CLI-00059,PROD-0027,Marketplace,1,150.98
VND-0009076,2024-07-15T19:51:29,CLI-00212,PROD-0063,Marketplace,3,226.21
VND-0006516,2024-07-15T20:17:32,CLI-00285,PROD-0004,Midia Paga,1,3883.98
VND-0000033,2024-07-15T20:27:11,CLI-00362,PROD-0050,App Mobile,1,409.18
VND-0006063,2024-07-15T20:38:13,CLI-00270,PROD-0028,WhatsApp,1,524.97
VND-0005559,2024-07-15T20:50:40,CLI-00474,PROD-0071,Midia Paga,1,36.87
VND-0008906,2024-07-15T21:18:50,CLI-00389,PROD-0052,Midia Paga,1,49.02
VND-0007075,2024-07-15T21:37:07,CLI-00233,PROD-0047,Marketplace,4,85.79
VND-0004602,2024-07-15T21:59:33,CLI-00172,PROD-0005,Site,2,4253.8
VND-0002824,2024-07-15T23:38:42,CLI-00184,PROD-0016,App Mobile,1,3078.97
VND-0002987,2024-07-16T00:54:07,CLI-00076,PROD-0015,Organico,1,2675.72
VND-0006735,2024-07-16T01:44:46,CLI-00001,PROD-0039,Midia Paga,4,1113.57
VND-0006475,2024-07-16T05:20:26,CLI-00369,PROD-0002,App Mobile,1,4869.54
VND-0007363,2024-07-16T05:56:20,CLI-00247,PROD-0042,Site,2,731.48
VND-0009120,2024-07-16T06:33:40,CLI-00324,PROD-0024,Site,1,379.94
VND-0005995,2024-07-16T07:08:07,CLI-00271,PROD-0057,Midia Paga,1,103.12
VND-0009340,2024-07-16T07:13:35,CLI-00070,PROD-0076,Midia Paga,1,415.86
VND-0007864,2024-07-16T08:06:55,CLI-00117,PROD-0041,Email Marketing,1,172.93
VND-0011782,2024-07-16T09:08:59,CLI-00264,PROD-0007,Site,1,3922.22
VND-0001399,2024-07-16T09:09:34,CLI-00331,PROD-0022,WhatsApp,2,101.96
VND-0003769,2024-07-16T09:11:26,CLI-00041,PROD-0071,Organico,2,28.92
VND-0007679,2024-07-16T09:28:33,CLI-00482,PROD-0069,Loja Física,1,106.86
VND-0014890,2024-07-16T09:43:54,CLI-00033,PROD-0021,Organico,3,318.35
VND-0014595,2024-07-16T09:44:38,CLI-00061,PROD-0058,App Mobile,2,24.14
VND-0003206,2024-07-16T09:44:56,CLI-00098,PROD-0039,Site,4,1157.36
VND-0010170,2024-07-16T09:58:26,CLI-00020,PROD-0007,Midia Paga,1,4325.88
VND-0012138,2024-07-16T10:10:37,CLI-00009,PROD-0049,WhatsApp,1,132.99
VND-0011680,2024-07-16T10:44:48,CLI-00085,PROD-0076,Site,1,476.54
VND-0010150,2024-07-16T10:48:37,CLI-00097,PROD-0068,Organico,4,86.1
VND-0001589,2024-07-16T11:06:54,CLI-00092,PROD-0044,Midia Paga,1,398.23
VND-0010803,2024-07-16T11:17:19,CLI-00087,PROD-0065,Midia Paga,3,138.28
VND-0013867,2024-07-16T11:21:01,CLI-00014,PROD-0056,Midia Paga,1,22.4
VND-0004661,2024-07-16T11:35:43,CLI-00052,PROD-0048,Midia Paga,1,261.46
VND-0006508,2024-07-16T12:15:57,CLI-00248,PROD-0069,App Mobile,1,105.16
VND-0007207,2024-07-16T12:26:25,CLI-00414,PROD-0056,Site,1,24.03
VND-0013397,2024-07-16T12:57:37,CLI-00017,PROD-0068,Midia Paga,1,93.27
VND-0007327,2024-07-16T13:51:21,CLI-00039,PROD-0019,App Mobile,4,3739.55
VND-0005657,2024-07-16T14:34:28,CLI-00164,PROD-0075,Midia Paga,1,273.49
VND-0009687,2024-07-16T15:32:15,CLI-00121,PROD-0007,Midia Paga,2,3599.37
VND-0013716,2024-07-16T16:09:07,CLI-00009,PROD-0068,Midia Paga,1,87.39
VND-0008821,2024-07-16T16:36:23,CLI-00306,PROD-0043,Site,1,721.1
VND-0000243,2024-07-16T17:16:34,CLI-00265,PROD-0049,Email Marketing,1,175.27
VND-0009963,2024-07-16T17:17:49,CLI-00031,PROD-0031,Redes Sociais,1,764.2
VND-0013180,2024-07-16T19:06:10,CLI-00097,PROD-0062,Midia Paga,1,113.38
VND-0000600,2024-07-16T19:23:00,CLI-00304,PROD-0019,Midia Paga,1,4655.35
VND-0004439,2024-07-16T19:47:58,CLI-00070,PROD-0012,Site,1,6593.33
VND-0010062,2024-07-16T20:25:11,CLI-00472,PROD-0008,App Mobile,1,1721.6
VND-0005699,2024-07-16T20:25:53,CLI-00010,PROD-0050,App Mobile,1,450.08
VND-0006399,2024-07-16T22:05:40,CLI-00088,PROD-0025,App Mobile,3,144.66
VND-0014414,2024-07-16T23:27:08,CLI-00065,PROD-0034,App Mobile,1,397.2
VND-0001786,2024-07-17T00:49:47,CLI-00010,PROD-0026,App Mobile,1,153.02
VND-0011033,2024-07-17T01:26:51,CLI-00078,PROD-0070,Email Marketing,2,207.78
VND-0008602,2024-07-17T01:37:48,CLI-00036,PROD-0001,App Mobile,1,2836.68
VND-0001420,2024-07-17T01:43:52,CLI-00050,PROD-0024,App Mobile,1,360.34
VND-0009805,2024-07-17T02:12:43,CLI-00032,PROD-0039,Midia Paga,2,1008.55
VND-0003481,2024-07-17T04:21:30,CLI-00091,PROD-0038,Midia Paga,1,71.71
VND-0003795,2024-07-17T09:06:01,CLI-00119,PROD-0016,App Mobile,1,3146.56
VND-0004335,2024-07-17T10:27:36,CLI-00405,PROD-0046,Site,1,573.37
VND-0004014,2024-07-17T10:59:18,CLI-00013,PROD-0022,Midia Paga,2,112.1
VND-0012771,2024-07-17T11:00:06,CLI-00087,PROD-0064,App Mobile,2,230.12
VND-0001307,2024-07-17T11:57:27,CLI-00010,PROD-0017,Midia Paga,4,3206.74
VND-0001655,2024-07-17T12:16:56,CLI-00019,PROD-0037,App Mobile,2,1061.55
VND-0013100,2024-07-17T12:18:02,CLI-00183,PROD-0023,Marketplace,1,369.74
VND-0003574,2024-07-17T12:20:24,CLI-00054,PROD-0034,WhatsApp,1,372.53
VND-0003085,2024-07-17T12:56:07,CLI-00092,PROD-0052,Midia Paga,5,47.28
VND-0004473,2024-07-17T13:05:07,CLI-00299,PROD-0017,Midia Paga,1,3296.62
VND-0000561,2024-07-17T13:23:08,CLI-00175,PROD-0028,Midia Paga,5,530.73
VND-0004556,2024-07-17T13:24:39,CLI-00236,PROD-0043,Site,5,739.53
VND-0001594,2024-07-17T13:47:16,CLI-00024,PROD-0067,Site,1,209.52
VND-0002933,2024-07-17T14:33:23,CLI-00336,PROD-0023,Site,1,376.39
VND-0004650,2024-07-17T15:33:28,CLI-00255,PROD-0035,App Mobile,2,706.05
VND-0008287,2024-07-17T15:54:58,CLI-00321,PROD-0046,Loja Física,5,581.71
VND-0007032,2024-07-17T16:27:27,CLI-00003,PROD-0024,App Mobile,2,330.78
VND-0001783,2024-07-17T16:51:59,CLI-00065,PROD-0024,Site,4,364.48
VND-0008546,2024-07-17T17:44:20,CLI-00080,PROD-0018,WhatsApp,1,5225.58
VND-0000527,2024-07-17T18:21:03,CLI-00021,PROD-0010,App Mobile,2,3422.75
VND-0004654,2024-07-17T18:24:26,CLI-00390,PROD-0049,Email Marketing,3,145.0
VND-0008710,2024-07-17T19:09:07,CLI-00468,PROD-0072,Midia Paga,2,413.19
VND-0001658,2024-07-17T19:29:23,CLI-00316,PROD-0054,Midia Paga,2,141.46
VND-0004953,2024-07-17T19:35:28,CLI-00350,PROD-0040,App Mobile,1,308.53
VND-0002790,2024-07-17T19:59:22,CLI-00361,PROD-0051,Site,1,161.0
VND-0002762,2024-07-17T20:00:34,CLI-00396,PROD-0059,Site,1,123.57
VND-0012210,2024-07-17T21:04:15,CLI-00153,PROD-0054,Midia Paga,2,153.39
VND-0005219,2024-07-17T21:37:31,CLI-00260,PROD-0072,Site,2,513.71
VND-0002069,2024-07-17T23:32:12,CLI-00300,PROD-0009,App Mobile,1,3757.35
VND-0013211,2024-07-18T01:09:37,CLI-00204,PROD-0053,Site,3,134.5
VND-0006273,2024-07-18T01:31:35,CLI-00182,PROD-0030,Loja Física,1,74.33
VND-0003200,2024-07-18T02:01:29,CLI-00095,PROD-0033,Site,2,378.08
VND-0009984,2024-07-18T02:18:18,CLI-00401,PROD-0025,Midia Paga,2,152.53
VND-0010217,2024-07-18T05:39:01,CLI-00014,PROD-0077,Midia Paga,3,198.16
VND-0001518,2024-07-18T06:01:00,CLI-00111,PROD-0052,App Mobile,1,47.19
VND-0000348,2024-07-18T06:53:24,CLI-00051,PROD-0032,Marketplace,1,851.56
VND-0001910,2024-07-18T07:35:46,CLI-00071,PROD-0037,WhatsApp,1,1105.17
VND-0014892,2024-07-18T08:24:06,CLI-00095,PROD-0044,WhatsApp,1,386.48
VND-0001625,2024-07-18T09:19:31,CLI-00063,PROD-0014,Midia Paga,3,4227.77
VND-0012312,2024-07-18T09:41:35,CLI-00084,PROD-0049,App Mobile,1,150.13
VND-0004374,2024-07-18T09:42:57,CLI-00216,PROD-0008,WhatsApp,2,1443.26
VND-0012875,2024-07-18T09:58:24,CLI-00078,PROD-0008,App Mobile,1,1615.56
VND-0012688,2024-07-18T10:09:04,CLI-00013,PROD-0053,Site,1,168.37
VND-0010590,2024-07-18T11:14:57,CLI-00065,PROD-0077,Midia Paga,1,231.49
VND-0002939,2024-07-18T12:36:16,CLI-00055,PROD-0043,Midia Paga,2,800.84
VND-0010481,2024-07-18T14:13:43,CLI-00318,PROD-0071,Midia Paga,2,28.25
VND-0000746,2024-07-18T14:26:53,CLI-00340,PROD-0017,Marketplace,2,3559.45
VND-0010848,2024-07-18T15:30:45,CLI-00460,PROD-0043,Marketplace,4,713.24
VND-0004480,2024-07-18T15:56:04,CLI-00042,PROD-0067,Midia Paga,1,225.28
VND-0009801,2024-07-18T16:28:38,CLI-00054,PROD-0019,Midia Paga,4,4513.82
VND-0007733,2024-07-18T16:38:33,CLI-00076,PROD-0066,Midia Paga,1,261.05
VND-0006145,2024-07-18T16:51:52,CLI-00436,PROD-0029,WhatsApp,1,677.87
VND-0008888,2024-07-18T16:56:13,CLI-00422,PROD-0030,Organico,1,60.43
VND-0013358,2024-07-18T17:04:15,CLI-00063,PROD-0060,Email Marketing,1,109.89
VND-0010974,2024-07-18T17:38:02,CLI-00083,PROD-0033,Midia Paga,2,350.6
VND-0013481,2024-07-18T17:49:49,CLI-00057,PROD-0051,Redes Sociais,2,125.47
VND-0014998,2024-07-18T18:01:13,CLI-00307,PROD-0050,App Mobile,1,380.59
VND-0004479,2024-07-18T18:53:02,CLI-00026,PROD-0044,Loja Física,2,353.11
VND-0000797,2024-07-18T19:06:20,CLI-00267,PROD-0024,App Mobile,1,316.27
VND-0005385,2024-07-18T19:55:21,CLI-00335,PROD-0069,Midia Paga,1,92.1
VND-0004040,2024-07-18T20:03:00,CLI-00129,PROD-0043,Email Marketing,1,630.44
VND-0011058,2024-07-18T20:03:11,CLI-00333,PROD-0064,Midia Paga,2,219.46
VND-0003604,2024-07-18T20:13:49,CLI-00385,PROD-0033,App Mobile,1,353.49
VND-0009280,2024-07-18T20:50:33,CLI-00002,PROD-0019,App Mobile,4,4245.33
VND-0010024,2024-07-18T21:18:20,CLI-00034,PROD-0009,Marketplace,4,3740.34
VND-0001023,2024-07-18T22:08:07,CLI-00267,PROD-0052,Email Marketing,1,46.19
VND-0001835,2024-07-18T22:36:22,CLI-00225,PROD-0009,Loja Física,1,3221.76
VND-0005851,2024-07-18T23:12:43,CLI-00037,PROD-0073,Site,1,484.04
VND-0009136,2024-07-19T04:59:28,CLI-00020,PROD-0049,Midia Paga,5,171.47
VND-0012963,2024-07-19T05:11:56,CLI-00030,PROD-0058,Site,3,29.48
VND-0009778,2024-07-19T05:34:59,CLI-00265,PROD-0032,App Mobile,1,897.73
VND-0009646,2024-07-19T05:58:53,CLI-00204,PROD-0022,Site,2,109.08
VND-0003126,2024-07-19T06:01:48,CLI-00407,PROD-0069,Redes Sociais,4,120.82
VND-0006563,2024-07-19T06:22:50,CLI-00041,PROD-0002,Site,1,4098.55
VND-0007529,2024-07-19T06:36:36,CLI-00090,PROD-0072,Email Marketing,1,457.36
VND-0014775,2024-07-19T09:02:16,CLI-00026,PROD-0065,Midia Paga,3,157.83
VND-0006408,2024-07-19T09:17:29,CLI-00436,PROD-0013,Marketplace,1,4690.4
VND-0001228,2024-07-19T10:03:59,CLI-00014,PROD-0061,Midia Paga,1,55.63
VND-0004295,2024-07-19T10:22:03,CLI-00140,PROD-0033,Midia Paga,1,418.1
VND-0006396,2024-07-19T10:26:42,CLI-00165,PROD-0056,Site,3,22.87
VND-0010042,2024-07-19T10:37:24,CLI-00230,PROD-0031,Marketplace,1,605.45
VND-0001141,2024-07-19T10:53:48,CLI-00013,PROD-0017,Site,3,3196.55
VND-0010752,2024-07-19T11:00:39,CLI-00043,PROD-0045,App Mobile,1,400.31
VND-0000739,2024-07-19T12:03:21,CLI-00400,PROD-0032,Site,1,862.38
VND-0010139,2024-07-19T13:14:50,CLI-00257,PROD-0029,App Mobile,1,527.72
VND-0014431,2024-07-19T13:23:43,CLI-00066,PROD-0073,Site,1,366.53
VND-0000649,2024-07-19T14:16:31,CLI-00061,PROD-0072,Midia Paga,1,515.78
VND-0007020,2024-07-19T14:33:39,CLI-00007,PROD-0023,Site,2,402.46
VND-0002117,2024-07-19T14:53:55,CLI-00169,PROD-0069,WhatsApp,1,113.42
VND-0010684,2024-07-19T15:07:02,CLI-00430,PROD-0007,WhatsApp,4,3740.54
VND-0008376,2024-07-19T15:09:29,CLI-00430,PROD-0027,App Mobile,2,176.08
VND-0000066,2024-07-19T15:18:41,CLI-00255,PROD-0027,Midia Paga,2,164.34
VND-0005538,2024-07-19T15:28:29,CLI-00184,PROD-0077,Marketplace,3,201.71
VND-0008682,2024-07-19T15:56:33,CLI-00039,PROD-0029,App Mobile,2,625.34
VND-0005319,2024-07-19T16:11:22,CLI-00066,PROD-0001,Marketplace,1,3250.84
VND-0011480,2024-07-19T16:32:28,CLI-00276,PROD-0041,App Mobile,1,217.98
VND-0007882,2024-07-19T17:08:20,CLI-00073,PROD-0020,Loja Física,2,8207.65
VND-0012098,2024-07-19T17:17:07,CLI-00089,PROD-0007,Midia Paga,1,4365.62
VND-0014100,2024-07-19T18:21:29,CLI-00077,PROD-0013,Email Marketing,3,5078.03
VND-0002074,2024-07-19T19:10:03,CLI-00003,PROD-0064,Site,4,229.83
VND-0009738,2024-07-19T22:40:40,CLI-00250,PROD-0009,App Mobile,2,3350.46
VND-0003570,2024-07-19T22:56:24,CLI-00248,PROD-0049,Midia Paga,1,177.4
VND-0014999,2024-07-20T00:41:42,CLI-00102,PROD-0067,Midia Paga,1,227.99
VND-0003100,2024-07-20T03:50:18,CLI-00029,PROD-0016,Marketplace,5,2733.98
VND-0003814,2024-07-20T04:48:48,CLI-00019,PROD-0043,WhatsApp,1,803.9
VND-0006922,2024-07-20T06:46:11,CLI-00008,PROD-0034,App Mobile,2,320.82
VND-0013464,2024-07-20T06:51:31,CLI-00015,PROD-0015,Midia Paga,1,2136.23
VND-0001817,2024-07-20T09:00:04,CLI-00230,PROD-0016,Loja Física,1,3628.87
VND-0006404,2024-07-20T09:03:27,CLI-00244,PROD-0061,Midia Paga,2,57.4
VND-0004544,2024-07-20T09:07:02,CLI-00058,PROD-0024,Site,1,421.38
VND-0000396,2024-07-20T09:09:08,CLI-00065,PROD-0012,App Mobile,5,5379.91
VND-0009804,2024-07-20T09:18:11,CLI-00008,PROD-0052,Site,1,49.49
VND-0000395,2024-07-20T09:28:48,CLI-00029,PROD-0020,Marketplace,1,6777.96
VND-0013405,2024-07-20T09:33:26,CLI-00269,PROD-0005,App Mobile,1,4535.08
VND-0011845,2024-07-20T09:42:17,CLI-00004,PROD-0048,Midia Paga,1,235.24
VND-0004569,2024-07-20T10:55:27,CLI-00340,PROD-0036,App Mobile,1,320.16
VND-0009723,2024-07-20T11:01:09,CLI-00151,PROD-0018,WhatsApp,1,5082.65
VND-0014482,2024-07-20T11:25:58,CLI-00084,PROD-0031,Midia Paga,3,697.17
VND-0001769,2024-07-20T12:14:36,CLI-00048,PROD-0071,Midia Paga,4,36.69
VND-0008439,2024-07-20T12:54:02,CLI-00066,PROD-0068,Midia Paga,4,83.74
VND-0002920,2024-07-20T14:10:53,CLI-00002,PROD-0002,Site,2,4451.05
VND-0011859,2024-07-20T14:16:42,CLI-00013,PROD-0014,Redes Sociais,1,4707.15
VND-0014073,2024-07-20T14:36:59,CLI-00032,PROD-0010,Email Marketing,1,4052.97
VND-0009637,2024-07-20T14:40:55,CLI-00497,PROD-0006,Midia Paga,1,557.59
VND-0007148,2024-07-20T15:21:52,CLI-00179,PROD-0074,App Mobile,2,186.17
VND-0004890,2024-07-20T16:49:03,CLI-00014,PROD-0062,App Mobile,1,98.17
VND-0005089,2024-07-20T17:17:42,CLI-00084,PROD-0030,Site,1,74.39
VND-0009355,2024-07-20T17:36:48,CLI-00387,PROD-0046,Site,3,599.53
VND-0004071,2024-07-20T17:41:29,CLI-00028,PROD-0068,Redes Sociais,1,89.92
VND-0014173,2024-07-20T18:15:46,CLI-00060,PROD-0073,App Mobile,2,447.74
VND-0004540,2024-07-20T19:06:51,CLI-00145,PROD-0001,Midia Paga,2,3248.18
VND-0008227,2024-07-20T19:27:27,CLI-00357,PROD-0023,Email Marketing,1,408.52
VND-0002115,2024-07-20T19:29:37,CLI-00048,PROD-0035,Email Marketing,1,632.6
VND-0002097,2024-07-20T19:43:55,CLI-00081,PROD-0045,App Mobile,1,407.55
VND-0004425,2024-07-20T19:51:38,CLI-00074,PROD-0076,Midia Paga,1,465.12
VND-0007389,2024-07-20T20:05:13,CLI-00078,PROD-0015,Loja Física,1,2596.55
VND-0005331,2024-07-20T20:57:09,CLI-00251,PROD-0050,Midia Paga,1,361.82
VND-0011396,2024-07-20T23:15:56,CLI-00145,PROD-0079,WhatsApp,1,467.52
VND-0004269,2024-07-20T23:41:20,CLI-00431,PROD-0065,Marketplace,2,135.57
VND-0003563,2024-07-21T02:22:21,CLI-00047,PROD-0054,App Mobile,1,147.68
VND-0006671,2024-07-21T03:30:23,CLI-00038,PROD-0072,WhatsApp,1,456.34
VND-0012768,2024-07-21T04:52:53,CLI-00070,PROD-0020,Redes Sociais,1,8741.13
VND-0012774,2024-07-21T04:53:36,CLI-00053,PROD-0047,App Mobile,1,76.04
VND-0008325,2024-07-21T06:40:37,CLI-00024,PROD-0058,App Mobile,1,29.19
VND-0014302,2024-07-21T07:01:44,CLI-00499,PROD-0040,App Mobile,1,294.92
VND-0008235,2024-07-21T07:47:25,CLI-00181,PROD-0062,Site,1,91.16
VND-0005464,2024-07-21T08:18:41,CLI-00256,PROD-0031,Site,3,762.51
VND-0005809,2024-07-21T08:27:08,CLI-00071,PROD-0075,WhatsApp,3,271.16
VND-0011536,2024-07-21T09:55:37,CLI-00130,PROD-0054,Midia Paga,3,143.12
VND-0013384,2024-07-21T09:59:11,CLI-00038,PROD-0066,Loja Física,1,235.72
VND-0002598,2024-07-21T11:12:55,CLI-00026,PROD-0021,App Mobile,1,337.12
VND-0013760,2024-07-21T11:21:16,CLI-00058,PROD-0054,Midia Paga,1,130.79
VND-0011896,2024-07-21T11:42:40,CLI-00293,PROD-0034,Email Marketing,3,325.87
VND-0007381,2024-07-21T12:29:09,CLI-00100,PROD-0079,App Mobile,2,503.86
VND-0012812,2024-07-21T13:22:09,CLI-00396,PROD-0069,App Mobile,2,100.1
VND-0009509,2024-07-21T13:29:51,CLI-00098,PROD-0043,Midia Paga,5,638.41
VND-0005492,2024-07-21T13:45:49,CLI-00049,PROD-0025,Site,3,171.09
VND-0011866,2024-07-21T14:00:56,CLI-00059,PROD-0064,App Mobile,2,214.71
VND-0001906,2024-07-21T14:16:00,CLI-00120,PROD-0030,Site,1,68.02
VND-0012370,2024-07-21T14:31:53,CLI-00423,PROD-0055,Midia Paga,1,44.89
VND-0000118,2024-07-21T14:37:06,CLI-00287,PROD-0010,Email Marketing,3,3528.72
VND-0006395,2024-07-21T14:39:51,CLI-00024,PROD-0079,Site,3,497.69
VND-0003764,2024-07-21T14:59:44,CLI-00018,PROD-0007,Marketplace,1,4235.52
VND-0010991,2024-07-21T15:12:30,CLI-00085,PROD-0060,Midia Paga,3,107.68
VND-0007669,2024-07-21T15:38:54,CLI-00078,PROD-0073,Midia Paga,1,359.12
VND-0004662,2024-07-21T15:40:47,CLI-00046,PROD-0044,Marketplace,1,343.14
VND-0004692,2024-07-21T15:43:16,CLI-00068,PROD-0030,App Mobile,1,55.66
VND-0003823,2024-07-21T15:58:18,CLI-00026,PROD-0001,Organico,1,2935.56
VND-0009538,2024-07-21T16:00:21,CLI-00099,PROD-0035,Midia Paga,1,664.81
VND-0010753,2024-07-21T16:03:03,CLI-00466,PROD-0032,Site,1,978.58
VND-0008975,2024-07-21T16:13:38,CLI-00461,PROD-0047,Midia Paga,1,73.15
VND-0009645,2024-07-21T16:53:20,CLI-00011,PROD-0032,Marketplace,2,1011.4
VND-0009980,2024-07-21T17:19:19,CLI-00049,PROD-0019,Site,1,4535.31
VND-0002955,2024-07-21T17:30:41,CLI-00055,PROD-0076,App Mobile,1,424.54
VND-0013528,2024-07-21T17:44:22,CLI-00062,PROD-0022,WhatsApp,1,104.1
VND-0009706,2024-07-21T18:26:52,CLI-00117,PROD-0058,App Mobile,1,23.87
VND-0000900,2024-07-21T18:27:07,CLI-00072,PROD-0025,Email Marketing,1,175.84
VND-0001640,2024-07-21T19:52:56,CLI-00037,PROD-0073,Marketplace,1,391.3
VND-0000103,2024-07-21T20:31:01,CLI-00126,PROD-0022,Midia Paga,1,133.49
VND-0003395,2024-07-21T20:31:25,CLI-00458,PROD-0035,Marketplace,1,646.02
VND-0009131,2024-07-21T21:01:23,CLI-00017,PROD-0006,WhatsApp,4,478.83
VND-0004476,2024-07-21T21:23:24,CLI-00081,PROD-0053,App Mobile,1,148.04
VND-0002302,2024-07-21T21:28:30,CLI-00090,PROD-0014,Marketplace,1,4486.66
VND-0008842,2024-07-21T21:35:15,CLI-00132,PROD-0078,Email Marketing,1,403.48
VND-0005870,2024-07-21T22:35:45,CLI-00460,PROD-0066,Midia Paga,1,231.37
VND-0002947,2024-07-21T22:46:24,CLI-00067,PROD-0034,Midia Paga,2,349.66
VND-0011792,2024-07-22T01:27:36,CLI-00098,PROD-0058,Organico,2,27.68
VND-0012598,2024-07-22T02:15:11,CLI-00034,PROD-0023,Marketplace,3,372.48
VND-0005707,2024-07-22T02:26:20,CLI-00068,PROD-0049,App Mobile,5,154.85
VND-0001907,2024-07-22T03:00:27,CLI-00006,PROD-0029,Midia Paga,2,672.11
VND-0004681,2024-07-22T03:54:02,CLI-00012,PROD-0023,Midia Paga,4,370.67
VND-0014772,2024-07-22T05:09:05,CLI-00122,PROD-0052,Loja Física,2,39.55
VND-0010660,2024-07-22T06:27:07,CLI-00067,PROD-0043,Site,1,835.8
VND-0002572,2024-07-22T07:27:40,CLI-00355,PROD-0033,Organico,2,387.77
VND-0006289,2024-07-22T07:48:06,CLI-00043,PROD-0076,Organico,1,430.41
VND-0004012,2024-07-22T08:15:05,CLI-00460,PROD-0072,Midia Paga,3,402.65
VND-0007626,2024-07-22T10:32:10,CLI-00228,PROD-0044,Site,2,410.18
VND-0006855,2024-07-22T10:50:47,CLI-00055,PROD-0007,Midia Paga,2,3816.51
VND-0006478,2024-07-22T10:55:33,CLI-00043,PROD-0025,App Mobile,1,167.27
VND-0000384,2024-07-22T11:00:46,CLI-00096,PROD-0033,Midia Paga,1,358.17
VND-0004523,2024-07-22T11:02:56,CLI-00085,PROD-0005,Midia Paga,1,4422.08
VND-0009667,2024-07-22T11:05:27,CLI-00028,PROD-0054,Redes Sociais,2,122.07
VND-0011599,2024-07-22T11:50:16,CLI-00005,PROD-0048,Midia Paga,2,212.34
VND-0007580,2024-07-22T12:12:52,CLI-00045,PROD-0017,Site,1,3077.94
VND-0009017,2024-07-22T12:15:13,CLI-00078,PROD-0052,Site,2,49.6
VND-0005415,2024-07-22T12:54:31,CLI-00016,PROD-0026,Midia Paga,1,172.32
VND-0013112,2024-07-22T13:35:53,CLI-00350,PROD-0074,App Mobile,5,216.59
VND-0014587,2024-07-22T15:02:31,CLI-00069,PROD-0032,App Mobile,4,864.76
VND-0013650,2024-07-22T15:09:37,CLI-00092,PROD-0007,App Mobile,1,3514.37
VND-0004173,2024-07-22T15:34:32,CLI-00055,PROD-0005,Marketplace,1,3752.34
VND-0013729,2024-07-22T15:35:23,CLI-00062,PROD-0080,Redes Sociais,2,72.82
VND-0002039,2024-07-22T15:56:38,CLI-00129,PROD-0067,Midia Paga,3,228.18
VND-0008209,2024-07-22T16:06:49,CLI-00140,PROD-0033,Site,1,367.91
VND-0012460,2024-07-22T16:23:30,CLI-00081,PROD-0029,App Mobile,3,628.56
VND-0001095,2024-07-22T16:32:12,CLI-00040,PROD-0002,Marketplace,1,4936.51
VND-0003541,2024-07-22T16:36:57,CLI-00180,PROD-0021,Site,1,293.01
VND-0011593,2024-07-22T17:04:15,CLI-00085,PROD-0080,Loja Física,1,74.02
VND-0004065,2024-07-22T17:25:46,CLI-00015,PROD-0053,Marketplace,1,134.44
VND-0000070,2024-07-22T17:32:18,CLI-00028,PROD-0006,Email Marketing,1,551.84
VND-0006498,2024-07-22T18:22:47,CLI-00024,PROD-0071,Midia Paga,1,36.44
VND-0012878,2024-07-22T19:20:35,CLI-00237,PROD-0020,Midia Paga,1,7995.39
VND-0013492,2024-07-22T19:35:54,CLI-00032,PROD-0020,Midia Paga,2,8484.28
VND-0002779,2024-07-22T21:07:56,CLI-00268,PROD-0045,App Mobile,1,438.05
VND-0014467,2024-07-22T21:19:33,CLI-00020,PROD-0023,App Mobile,3,331.89
VND-0011198,2024-07-22T22:04:47,CLI-00036,PROD-0052,Site,2,44.12
VND-0014832,2024-07-22T22:39:41,CLI-00442,PROD-0021,Site,3,322.85
VND-0001112,2024-07-22T22:49:27,CLI-00011,PROD-0024,Email Marketing,4,394.18
VND-0010232,2024-07-22T23:09:23,CLI-00003,PROD-0056,Midia Paga,5,27.79
